sentence,theme,confidence,report_year,source_file
The summer average values of two important river water quality parameters viz.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
Dissolved Oxygen (DO) and Biochemical Oxygen Demand (BOD) recorded in some of the important monitoring stations on river Ganga is given in Table-21.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The water quality monitoring has also been undertaken for rivers namely, Yamuna, Western Yamuna Canal, Gomti, Hindon, Satluj (Punjab), Cauvery (Tamil Nadu), Tunga, Bhadra, Tungbhadra in Karnataka and Waterways of Chennai.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
Summer Average Values for Water Quality on River Ganga under Ganga Action Plan 156 Ministry of Environment & Forests monitoring stations presently are one hundred fifty eight in ten rivers which include twenty seven stations set up in the upper reaches of Ganga and thirty two stations of Chennai Waterways.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
National Lake Conservation Plan (NLCP) Objectives The objective of the Scheme is to restore and conserve the polluted lakes in urban and semiurban areas of the country degraded due to waste water discharge into the lake.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"The activities covered under National Lake Conservation Plan (NLCP) include the following:  Prevention of pollution from point sources by intercepting, diverting and treating the pollution load entering the Lakes from the entire lake catchment area.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"In-situ measures of Lake cleaning such as de-silting deweeding, bio-remediation etc.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Catchments area treatment which may include bunding, afforestation, storm water, drainage, fencing and shore line development etc.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Projects approved under NLCP National Lake Conservation Plan (NLCP) is a Centrally Sponsored Scheme of Ministry of Environment & Forests, Government of India for conservation/ restoration of polluted and degraded lakes.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"The scheme of National Lake Conservation Plan was initiated with the approval of conservation and management plans of three lakes namely, Powai (Maharashtra), Ooty and Kodaikanal (Tamil Nadu), in June, 2001 at a cost of Rs. 14.90 crore.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"So far under NLCP, a total of forty projects for conservation of fifty eight lakes have been sanctioned in fourteen States at a sanctioned cost of Rs. 883.94 crore (Annexure-III).",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Conservation works for eighteen lakes have been completed so far Fig-31.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Wular Lake in Meghalaya 5 157 Annual Report 2009-2010 whereas in some cases the project implementation is in last stages of completion.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
No Name of the Plan Budget Estimate Revised Estimate (Proposed) Expenditure (October 2009) 1 National River Conservation Directorate (NRCD) 6.33 7.23 3.55 2 National River Conservation Plan (NRCP) 526.00 526.00 196.83 3 National Lake Conservation Plan (NLCP),water_conservation,0.4,2009-10,moefcc_2009_10.pdf
45.00 45.00 20.22 Total 577.33 578.23 220.60 Budget Allocation Budget Allocation for 2009-10 under National River Conservation Plan and National Lake Conservation Plan is given in Table-22.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"National Wetland Conservation Programme (NWCP) Introduction and Objectives The scheme on conservation and management of wetlands was initiated in 1987 with the following objectives:  to lay down policy guidelines for implementing programme of conservation and management of wetlands in the country, 158 Ministry of Environment & Forests   to undertake priority wetlands for intensive conservation measures,   to monitor implementation of the Programme of conservation, management and research,   to prepare an inventory of Indian wetland With the above objectives, a National Committee on Wetlands was constituted.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
Functions of the Committee are: - To advise the Government on appropriate policies and action programmes for conservation and wise use of Wetlands. -,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
To review the recommendations of Expert Group on Wetlands.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
- To advise on collaboration with international agencies on issues related to Wetlands An Expert Group on Wetlands (EGOW) has also been set up for discussing management action plans of newly identified wetland and identification of new wetlands for the conservation and management.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Functions of the Group are: - Identification of new wetlands for conservation under NWCP.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
- In-depth examination of Management Action Plans of the newly identified wetland as per guidelines prescribed by the Government of India.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"- Suggest amendments to guidelines, if any, for identification of new wetlands, for formulation of Management Action Plan and for identification of priority areas of research.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Over the years, based on the recommendations of National Wetlands Committee, one hundred fifteen Wetlands have been identified so far for conservation under the National Wetland Conservation Programme (Annexure-VII).",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The Research projects to supplement Management Action Plans (MAPs) for intensive conservation on thrust areas of research are considered by the Thematic Group for conservation of Wetlands and Mangroves constituted by RE Division in the Ministry.,biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"Activities undertaken so far National Wetland Conservation Programme (NWCP) Main Activities under MAPs of Wetlands for which funds provided, include:   Survey and demarcation   Catchment area treatment   Protection measures   Fisheries development   Weed control   Wildlife conservation   Pollution abatement   Research on various aspects of Wetlands   Eco-development activities   Education and awareness To supplement the Management Action Plans, assistance is also given for research 5 159 Annual Report 2009-2010 & developmental activities in various thrust areas of research which are as follows:   Survey and assessment of resources   Value of wetlands   Hydrological functions and assessment of associated values   Assessment and conservation of wetland biodiversity   Anthropogenic pressures and natural calamities   Socio-economic aspects Progress/Achievements made during the year   During the year, Management Action Plans of twenty seven wetlands have been approved and financial assistance released to the concerned State Governments.",biodiversity,0.6,2009-10,moefcc_2009_10.pdf
The meeting of National Wetlands Committee was held on 16.03.2009 in the Ministry under the Chairmanship of Secretary (E&F) which approved the inclusion of twelve more wetlands under the NWCP increasing total number of wetlands from one hundred three in 2008 to one hundred fifteen in 2009 covering twenty foru states and two UTs.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The meeting of Expert Group on Wetlands (EGOW) was held on 16.11.2009 in which three more wetlands were recommended for inclusion in the list identified wetlands under NWCP.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Two regional workshops at Coimbatore and Amity University, Noida were organized during the current financial year for providing training to wetland managers for implementation of Management Action Plans of identified wetlands in the states.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Regulatory framework for conservation of wetlands was prepared and was put up on the Ministry s website to obtain comments of all the concerned and State Governments After incorporating all the relevant comments, the draft regulatory framework has been finalized and has been sent to Ministry of Law and Justice for vetting.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Guidelines for National Wetland Conservation Programme have been revised.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"International issues and Ramsar Convention   India is also a Party to the United Nations Framework Convention on Climate Change (UNFCCC), Convention on Biological Diversity, Convention on Conservation of Migratory Species of Wild Animals, Convention on World Heritage, Supervisory Council of Wetland International, etc.",biodiversity,0.6,2009-10,moefcc_2009_10.pdf
Six (6) more wetlands are under process of being designated as Ramsar sites.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
India was re-nominated as Member of Supervisory Council for another term (20082011) on the basis of its achievement for conserving Wetlands of the country.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
A Himalayan initiative was recently endorsed by the Indian Government in 2008 State wise status Regulatory Acts/Rules governing the programme and promulgation of new acts Regulatory framework for conservation of wetlands was prepared and was put up on the Ministry s website to obtain comments of all the concerned and State Governments.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Budget allocation An allocation of Rs. 11.90 crore has been made during the year 2009-10 for conservation and management of identified wetlands.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Implementing organizations Department of Environment and Forests, Council for Science and Technology, State Wetland Authority of the concerned states are the nodal departments for implementing various conservation activities in states where wetlands have been identified under NWCP.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
They have also constructed stone dams as also other soil and moisture conservation works.,soil_health,0.4,2009-10,moefcc_2009_10.pdf
"A broad roadmap to combating desertification, NAP recognizes the multi sectoral nature of the task, in view of the fact that many of the drivers of desertification have cross cutting dimensions.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Under the Thematic Group  Prevention, Abatement and Control of Pollution , three Programmes / Schemes are covered namely i) Environment Research ii) National River Conservation and iii) Climate Change / Clean Technologies.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The progress of the project on  Reclamation of copper rich Malajkhand tailing dam through Bioremediation employing biconsortia of arbuscular mycorrhiza fungi and bacteria  taken up by Madhya Pradesh Pollution Control Board in collaboration with M/s Hindustan Copper Ltd. was reviewed by the Expert Group.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The thrust areas identified for this programme are as follows:   Waste water treatment   Solid waste management   Reclamation of lakes   Bioremediation of contaminated sites A proposal has been received from the National Environmental Engineering Research Institute (NEERI), Nagpur which is under examination.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"The Scheme of National Natural Resource Management System (NNRMS) involves utilization of remote sensing technology for accurate inventory of resources such as land, water, forests, minerals, oceans, etc. and to utilize this information for monitoring changes in ecological system.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"Research on Wetlands, Mangroves and Coral Reefs   Under National Wetland Conservation Programme during the year, Management Action Plan of twenty seven wetlands have been approved.",biodiversity,0.6,2009-10,moefcc_2009_10.pdf
"The identified thematic categories for Institute R&D activities include: (i) Watershed Processes and Management (WPM), (ii) Biodiversity Conservation and Management (BCM), (iii) Environmental Assessment and Management 7 179 Annual Report 2009-2010 (EAM), (iv) Socio-economic Development (SED), (v) Biotechnological Applications (BTA), and (vi) Knowledge Products and Capacity Building (KCB).",water_conservation,0.8,2009-10,moefcc_2009_10.pdf
"The group includes two themes; (i) Socio Economic Development (SED) which focuses on activities, such as livelihood enhancement, sustainable tourism, entrepreneurship and self employment, indigenous knowledge, and socio-economic and cultural implications, migration, etc; and (ii) Environmental Assessment and Management (EAM) targeting on activities such as hill specific Strategic Environmental Assessment (SEA), Environmental Impact Assessment (EIA), valuation of ecosystem services, climate change impacts, disaster mitigation and management, and environmental management of urban areas, etc. Watershed Processes and Management (WPM) & Knowledge Products and Capacity Building (KCB) Watershed Process and Management (WPM) and Knowledge Products and Capacity Building (KCB) are two major thematic thrusts of this group.",water_conservation,0.6,2009-10,moefcc_2009_10.pdf
"Through its WPM theme, group focuses on studies of ecosystem processes operational at the watershed level, including the involvement of user groups and upstream-downstream linkages, with an overall aim of strengthening of mountain specific resource management practices using a systems approach.",water_conservation,0.8,2009-10,moefcc_2009_10.pdf
"Training programmes were organized for senior and middle level officers for many of the State Government Departments (i.e., Irrigation & Flood control, Health & PHE, Building and Housing Department, UD & HD, Mines & Geology, Forest Environment & Wildlife Management Department, Roads & Bridges, Geological Survey of India, DST, Border Road Organization, NGO, Police, etc.).",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
Damage is extensive and occurred around 26-28 May 09.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Damage was less in case of Acacia bivenosa and negligible in case of Salvadora persica.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Reducing power assay method revealed that fruits collected from Chidambaram showed rich activity of antioxidant activity (48.15%) followed by Dharmaburi (47.27%), Palani (46.31%), Thirumangalam (45.08%), Thanjavur (43.81%), Coimbatore (43.02%) and Kanyakumari (42.40%).",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"At Ramdongari Forest Nursery, FDCM, Nagpur, the damage incidence may go up to fifty two percent.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"As per the requirement of the PCCF, Uttrakhand a supplementary study on the downstream micro- watersheds was taken up for identification of potential habitat for restoration of identified micro-watershed to facilitate the Tor putitora, the important cold water migratory fish, in the rivers Bhagirathi and Ganga.",water_conservation,0.6,2009-10,moefcc_2009_10.pdf
The Institute tries to serve as a reservoir of knowledge in the area of forest management and ensures proper integration of external and indigenous knowledge suitable to Indian context.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Currently two projects are being housed under the center (i) CNRM Institutions and Poverty Reduction in Gujarat And Madhya Pradesh  funded by Shastri Millennial Development Goals Research Grant (2009-2010) with focus on the poverty reduction possibilities for village communities of the new decentralized Participatory Irrigation Management, Joint Forest Management, participatory watershed management and fisheries cooperatives.",water_conservation,0.8,2009-10,moefcc_2009_10.pdf
"The environmental damage already inflicted cannot be reversed unless there is collective thinking, will and effort.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
These call for public awareness and participation for bringing about an attitudinal change and finally restricting further damage to the environment.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Action components could be plantation of trees, management of household waste, cleaning of water bodies, taking up water harvesting structures, use of energy saving devices etc.",eco_friendly_practices,0.4,2009-10,moefcc_2009_10.pdf
"The following sub- themes for action components were considered for financial assistance (i) Plantation Programme, (ii) Use of wind and solar energy i.e. solar cookers and solar heaters, (iii) Restoration and maintenance of water bodies, (iv) Wetland conservation, (v) Solid waste management and composting/vermi-composting, Thirty three Regional Resource Agencies (RRAs) appointed by the Ministry are involved in conducting, supervising and monitoring the NEAC activities during the year.",water_conservation,0.8,2009-10,moefcc_2009_10.pdf
Andman & Nicobar Islands (UT) 346 2 Andhra Pradesh 5750 5750 5750 5750 3900 3900 3900 3 Arunachal Pradesh (NE) 525 4 Assam (NE) 5207 4695 3450 5 Bihar 8971 8473 7200 5266 5700 5700 6 Chandigarh (UT) 115 113 112 110 150 7 Chhattisgarh 3932 3932 3932 4000 2373 2400 2400 8 Dadra & Nagar Haveli (UT) 9 Daman & Diu (UT) 10 Delhi (NCT) 1874 2000 1600 1600 1500 1500 1500 11 Goa 500 500 500 441 300 300 12 Gujarat 6750 6500 6500 6250 3750 3750 3750 13 Haryana 5000 5000 2850 2750 2750 14 Himachal Pradesh 3000 1693 1800 1800 1800 15 Jammu & Kashmir 5500 2100 16 Jharkhand 3300 3150 17 Karnataka 8000 8000 4800 4050 18 Kerala 3500 3500 3500 2100 19 Lakshadweep (UT) 12 20 Maharashtra 8898 8898 8844 8844 5400 5400 4950 21 Manipur (NE) 1350 1350 900 22 Meghalaya (NE) 23,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Amount sanctioned (2004-05) Andhra Pradesh 5586000 4412000 3065000 3490500 3929000 3558500 Andaman & Nicobar Island 114000 83000 81000 103000 57000 38000 Arunachal Pradesh - 152000 300000 Assam 2681000 2660000 2250000 1982000 2550000 2022000 Bihar 4982000 3985000 3303000 3033000 4313000 2426000 Chhattisgarh 619000 602000 734000 525000 741000 649000 Dadar &Nagar Haveli 12000 10000 10000 13000 Daman &Diu 55000 59000 42000 49000 30000 17000 Delhi 1171000 778000 595000 751000 808000 461000 Goa 14000 30000 26000 36000 37000 16500 Gujarat 3254500 1939000 2174550 1927000 1919000 1276000 Haryana & Chandigarh 3313000 1799000 1255000 809500 1078000 1086000 Himachal Pradesh 1251000 1200000 1256000 1026500 1130500 677000 Jammu & Kashmir 4470000 2811000 2638000 2534000 1041000 769000 Jharkhand 3322000 2473000 1768000 1616000 1425000 1041000 Karnataka 2320000 2135000 1078500 1539500 1652000 2001000 Kerala 1858000 1633000 1362000 1500000 1366000 614000 Lakshadweep 9000 Madhya Pradesh 6953000 5013000 4591000 4464000 4140000 3903000 Maharashtra 5260000 4730000 4021000 3871000 3939000 3504000 Manipur 2260500 2585000 2130000 1950000 2400000 2840000 Mizoram 515000 800000 430000 283000 Nagaland 606000 1063000 744000 501000 Orissa 7022000 4428000 3462000 3138000 2748500 3021400 Pondicherry 476000 550000 347000 264000 156000 150000 Punjab & Chandigarh 1755000 1415000 929000 805000 688000 602000 Rajasthan 2201000 1742000 1956000 1152000 1517000 1321500 Sikkim 398000 261000 771000 806000 563400 Tamilnadu 5214000 4397000 3129000 3402500 2813000 3249000 Tripura 1666000 1776000 1119000 1097000 1262000 949000 Uttar Pradesh 8852000 6504000 5013000 5719000 5744000 4291000 Uttaranchal 683000 565000 596000 379000 770000 349000 West Bengal 5046000 2942000 1739000 1576000 1766000 1280000 Total 83918000 71992593 52767050 50629500 50602400 42124900 204 Ministry of Environment & Forests National Museum of Natural History The National Museum of Natural History (NMNH), New Delhi, a subordinate organization of the Ministry, was opened to public in 1978 with the main objective of creating public awareness in preservation and conservation of environment and nature through the means of museum exhibitions, educational programmes, outreach activities, etc.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"Various national and international days of scientific relevance like World Wetland Day, World Day for Water, World Forestry Day, International Ozone Day, Conservation Day, Earth Day, World Environment Day, World Heritage Day, International Bio-diversity Day, World No Tobacco Day, Wildlife Week, World Habitat Day and National Environmental Awareness Campaign were observed and different programmes for school children and challenged children were also organized.",biodiversity,0.8,2009-10,moefcc_2009_10.pdf
206 Ministry of Environment & Forests A national Seminar entitled  Integrated Management of Water Resources with reference to Bio-diversity and livelihood  was organized on 16-17 January 2010 as a collaborative host.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"The students also visited the Nandan Kanan Zoological Park, Kanjia Lake and studied the various aspects of nature.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The training course aimed to empower the natural resource managers for a careful review of proposals seeking diversion of forested areas for developments in economic sectors such as mineral extraction, dam building and linear alignments of roads and power grids through forested areas.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Interpretation Centre for Mahatma Gandhi Marine National Park, Wandoor, Andaman & Nicobar, Portblair.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
A Trip With Drip: The Water Drop has got its fourth language version with the book being published in Turkish.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The Turkish version titled Su Damlasi Sipsip ile Bir Gezi was recently published by publishing house Caretta.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The programmes are conducted in the states of Andhra Pradesh, Goa, Karnataka, Kerala, Orissa, Maharashtra and Tamilnadu and the Union Territories of Andaman and Nicobar Islands and Pudhucherry.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"This scheme 9 223 Annual Report 2009-2010 involves students in environmental management in five areas: reducing energy and water consumption, waste management, greening the campus and animal welfare.",eco_friendly_practices,0.4,2009-10,moefcc_2009_10.pdf
"To extend the scope of environmental education, Kompassionate Kids - a project funded by the Winsome Constance Kindness Trust, Australia and the C.P. Ramaswami Aiyar Foundation   was launched to teach children about the link between their food and environmental damage as well as the importance of kindness to animals.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The focus was on Project Tiger, Project Elephant and Wetlands.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"Appropriate resource materials produced by CPREEC were distributed to the participants of the various training programmes organised in the states of Andhra Pradesh, Goa, Karnataka, Kerala, Maharashtra, Orissa, Tamilnadu and the Union Territories of Andaman & Nicobar Islands and Puducherry.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The water quality of Tiruchirapalli was also analysed.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Being the Regional Resource Agency (RRA) for the states of Andhra Pradesh, Karnataka, Kerala, Goa, Orissa, Tamilnadu and Union Territories of Andaman & Nicobar Islands and Puducherry), CPREEC convened a meeting of the above Nodal Agencies at Chennai to discuss the functioning and the modalities of the NGC.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Workshops were organised for NGC teacher-coordinators 9 225 Annual Report 2009-2010 in the states of Andhra Pradesh, Karnataka, Kerala, Orissa, Tamilnadu and Union Territories of Puducherry and Andaman & Nicobar Islands.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"In collaboration with the US Consulate General, Chennai, CPREEC organised the Earth Day lecture on Climate Change and the Future of Wetlands by Dr. Beth A. Middleton, Research Ecologist, National Wetlands Research Centre, Lafayette, USA.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"A pamphlet and stickers on Climate Change were distributed to NGOs and educational institutions implementing NEAC in select districts in Tamilnadu, Andaman & Nicobar Islands and Puducherry.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
9 227 Annual Report 2009-2010   Coastal and marine biology and its conservation Five of the seven species of marine turtles are found in Indian coastal waters and at least four have significant nesting beaches and/or feeding areas.,biodiversity,0.6,2009-10,moefcc_2009_10.pdf
The Centre is also initiating tagging and telemetry studies for leatherback turtles in the Andaman and Nicobar Islands.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The consequences of these behavioural traits towards crop damage and conflict with agriculturalists is also being studied.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The occurrence of crop damage is very localised and the factors predicting this occurrence are being explored.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"SACON continued with the Environmental Information System (ENVIS) programme on wetlands, and its nature education programme intensively during the period.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The in-situ and ex-situ conservation programme for the Edible-nest Swiftlet Collocalia fuciphaga in the Andaman & Nicobar Islands are continued and have resulted in very encouraging results.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"In the Andaman & Nicobar Islands, further to the earlier study on the impact of the 2004 Tsunami, a project to monitor the posttsunami coastal ecosystem recovery to identify if necessary and develop site-specific restoration measures ahs been initiated.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Another GIS based project undertaken during the last year is  Inventorisation of wetlands  in North Kerala which aims at wetland mapping and inventory, identification of important wetlands for conservation and preparation of a district wise wetland atlas.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"A study on the conservation of Kottuli Wetlands (Kerala), one of the wetlands of national importance, was undertaken in view of the proposed ecotourism project there.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The routine Nature Education programmes such as guest lectures, one-day nature camps and wetland day/forestry day celebrations were organized.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The Salim Ali Nature Forum promoted by SACON has also become a partner in DBT s Natural Awareness Clubs for Andamans.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"Dactylorhiza hatagirea, a high-valued medicinal orchid, commonly known as  Salem Panja  or  Hatajari  234 Ministry of Environment & Forests more theme, viz., Narcotic and poisonous plants, Plants for enhancing water quality.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Insect repellent property of certain plants of the Andaman islands was analysed and development of Bee and Mosquito repellent formulation is in progress.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"National Award for Prevention of Pollution for the year 2007-2008 under the Fertilizer category was awarded to M/s Indian Farmers Fertilizer Cooperative Ltd. (IFFCO), Aonla Unit, Bareilly, Uttar Pradesh for its commendable efforts towards conservation of energy and water, reduction in waste generation and for its commitment towards maintaining a safe, clean and healthy environment.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"The major subject-areas on which the queries were responded to pertain to climate change, ozone layer, environmental conservation, environmental standards, environmental education and awareness, water and air pollution, waste management and environmental laws etc.",water_conservation,0.6,2009-10,moefcc_2009_10.pdf
"The Atlas provides information on all aspects of green (forests), blue (water) and brown (pollution) environmental issues in the forms of maps, data, tables, photographs and bibliographic materials in an easy to use format so that it can be shared easily and quickly amongst the stake holders.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
The Bill provides for the establishment of a National Environment Tribunal for the effective and expeditious disposal of cases relating to environmental protection and conservation of forests and other natural resources including enforcement of any legal right relating to environment and giving relief and compensation for damages to persons and property.,biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"These include Vienna Convention for the Protection of the Ozone Layer, Montreal Protocol on Substances that deplete the Ozone Layer, UN Conventions on Biological Diversity, UN Framework Convention on Climate Change, UN Convention to Combat Desertification, Kyoto Protocol, the Basel Convention on Transboundary Movement of Hazardous Substances, Stockholm Convention on Persistent Organic Pollutants, Rotterdam Convention, Ramsar Convention etc.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"(iv) The 6th Meeting of meeting EU-India Joint Working Group was held in Brussels, Belgium on 4th December, 2009 in which deliberated on issues of Ship Dismantling, Water Management, Environmental Impact Assessment and Electronic Waste.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The areas to be covered for cooperation are Water and Air Pollution Control, Waste Management, Harmful Chemical Management and Clean Technologies etc.",water_conservation,0.4,2009-10,moefcc_2009_10.pdf
"The funds are utilized for promoting afforestation, regeneration of degraded forest areas, water and soil conservation measures, farm forestry, agro forestry with the aim to increase forest and tree cover as well as to augment availability of fuel wood and fodder, improve the livelihood opportunities and quality of life of the villagers adjoining forests, strengthening joint forest management institutions to ensure people s participation, besides encouraging tree growing on private land as well as greening of the urban areas in accordance to the objectives envisaged in various projects under implementation.",soil_health,0.8,2009-10,moefcc_2009_10.pdf
"Swan River Integrated Watershed Management Project Himachal Pradesh 162 JICA To regenerate the forests, protect the agricultural land, and enhance agricultural and forestry production in the catchment area of the Swan River, Himachal Pradesh State, by carrying out the integrated watershed management activities including afforestation, civil works for soil and river management, soil protection and land reclamation, and livelihood improvement activities, thereby improving living conditions of people including the poor in the catchment area.",water_conservation,1.0,2009-10,moefcc_2009_10.pdf
Civil Work for Soil & River Management iii.,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
i. Integrated Watershed Development ii.,water_conservation,0.4,2009-10,moefcc_2009_10.pdf
i. Soil and Water Conservation ii.,soil_health,0.4,2009-10,moefcc_2009_10.pdf
"The IPCC has made serious projections of the future scenario in terms of global warming and predicted that there may be adverse impact of climate change on agriculture, water resources, eco-systems, sea levels, human health and result in rise in extreme weather events.",climate_adaptation,0.8,2009-10,moefcc_2009_10.pdf
"These include cyclone warning and protection, coastal protection, floods and drought control and relief, major and minor irrigation projects, control of malaria, food security measures, research on drought resistant crops, etc.",climate_adaptation,0.4,2009-10,moefcc_2009_10.pdf
"An assessment of likely vulnerability due to climate change and development of adaptation frameworks Under this component following activities are currently in progress include, (i) Generation of multiple climate and socioeconomic scenarios at the national scale; (ii) further improvement of the national impact assessments of water resources, agriculture, forestry, natural ecosystems, coastal zones, human health with respect to INC; and (iii) Development of adaptation frameworks by undertaking integrated inter-sectoral assessment approach.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"Development of adaptation frameworks are being attempted through case mode for selected study areas covering following thematic area (a) water resources, agriculture productivity, food security and livelihoods, (b) Himalayan ecosystems and livelihoods; and (c) energy systems and infrastructure due to the changing temperature and precipitation patterns.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
The final projects identified for PhaseII of the Indo-UK Collaboration include   Development and dissemination of High Resolution climate change scenarios for India   Linking water and agriculture in river basin and impacts of climate change   Development of socio-economic scenarios of climate change   Assessment of state level vulnerability and adaptation   a case study in Orissa   State level vulnerability and adaptation assessment   a study in Madhya Pradesh.,climate_adaptation,0.4,2009-10,moefcc_2009_10.pdf
Linking water and agriculture in river basins:,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"The major elements of the programmes on Sectoral Assessment include:   Climate Change scenarios for 2030   Impact assessment at national level on water resources, agriculture, forests, energy, coastal zone and human health.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
Organization Scientists considered for screening No. of Scientists screened in for interview No. of scientists successful in the interview Ministry Proper 03 03 03 Botanical Survey of India 08 06 06 National Museum of Natural History 03 03 03 National River Conservation Directorate 01 0 0,water_conservation,0.2,2009-10,moefcc_2009_10.pdf
"In addition to the above, the process to fill up the eleven posts of Scientist  C , two posts of Scientist  D  and one post of Scientist  E  in Ministry Proper including Regional Offices, eleven posts of Scientist  C  in Botanical Survey of India, three posts of Scientist  B  and one post of Scientist  D  in National Museum of Natural History, one post of Scientist  C  in National River Conservation Directorate and two posts of Scientist  C  in Directorate of Forest Education is underway.",biodiversity,0.4,2009-10,moefcc_2009_10.pdf
"The questions covered a wide range of issues with which the Ministry is concerned, prominent among them being a wider range of issues with the Ministry is concerned such as Wildlife Management, Pollution, Forest Conservation, Freshwater & Marine Conservation, EIA, Climate Change & Meteorology & Environmental Conservation etc.",biodiversity,0.8,2009-10,moefcc_2009_10.pdf
"Implementation of Proof-of-Concept for Leave, GPF, Environmental Clearance and Wetland Scheme has been completed and the software applications have been demonstrated to the concerned Divisions.",water_conservation,0.2,2009-10,moefcc_2009_10.pdf
